attention-is-all-you-need_5e7038cc_chunk_0025	3.1 Encoder and Decoder Stacks	[2, 3]	3.1 Encoder and Decoder Stacks  Encoder: The encoder is composed of a stack of N = 6 identical layers. Each layer has two sub-layers. The ﬁrst is a multi-head self-attention mechan
attention-is-all-you-need_5e7038cc_chunk_0026	3.1 Encoder and Decoder Stacks	[2, 3]	The ﬁrst is a multi-head self-attention mechanism, and the second is a simple, position-2 wise fully connected feed-forward network. We employ a residual connection [10] around eac
attention-is-all-you-need_5e7038cc_chunk_0027	3.1 Encoder and Decoder Stacks	[3]	That is, the output of each sub-layer is LayerNorm(x + Sublayer(x)), where Sublayer(x) is the function implemented by the sub-layer itself. To facilitate these residual connections
attention-is-all-you-need_5e7038cc_chunk_0028	3.1 Encoder and Decoder Stacks	[3]	To facilitate these residual connections, all sub-layers in the model, as well as the embedding layers, produce outputs of dimension dmodel = 512.  Decoder: The decoder is also com
attention-is-all-you-need_5e7038cc_chunk_0029	3.1 Encoder and Decoder Stacks	[3]	In addition to the two sub-layers in each encoder layer, the decoder inserts a third sub-layer, which performs multi-head attention over the output of the encoder stack. Similar to
attention-is-all-you-need_5e7038cc_chunk_0030	3.1 Encoder and Decoder Stacks	[3]	Similar to the encoder, we employ residual connections around each of the sub-layers, followed by layer normalization. We also modify the self-attention sub-layer in the decoder st
attention-is-all-you-need_5e7038cc_chunk_0031	3.2 Attention	[3]	3.2 Attention  An attention function can be described as mapping a query and a set of key-value pairs to an output, where the query, keys, values, and output are all vectors. The o
attention-is-all-you-need_5e7038cc_chunk_0032	3.2.1 Scaled Dot-Product Attention	[3, 4]	3.2.1 Scaled Dot-Product Attention  We call our particular attention "Scaled Dot-Product Attention" (Figure 2). The input consists of queries and keys of dimension dk, and values o
attention-is-all-you-need_5e7038cc_chunk_0033	3.2.1 Scaled Dot-Product Attention	[3, 4]	We call our particular attention "Scaled Dot-Product Attention" (Figure 2). The input consists of queries and keys of dimension dk, and values of dimension dv. We compute the dot p
attention-is-all-you-need_5e7038cc_chunk_0034	3.2.1 Scaled Dot-Product Attention	[4]	In practice, we compute the attention function on a set of queries simultaneously, packed together into a matrix Q. The keys and values are also packed together into matrices K and
attention-is-all-you-need_5e7038cc_chunk_0035	3.2.1 Scaled Dot-Product Attention	[4]	The two most commonly used attention functions are additive attention [2], and dot-product (multi-plicative) attention. Dot-product attention is identical to our algorithm, except 
attention-is-all-you-need_5e7038cc_chunk_0036	3.2.1 Scaled Dot-Product Attention	[4]	Dot-product attention is identical to our algorithm, except for the scaling factor of √dk1 . Additive attention computes the compatibility function using a feed-forward network wit
attention-is-all-you-need_5e7038cc_chunk_0037	3.2.1 Scaled Dot-Product Attention	[4]	While the two are similar in theoretical complexity, dot-product attention is much faster and more space-efﬁcient in practice, since it can be implemented using highly optimized ma
attention-is-all-you-need_5e7038cc_chunk_0038	3.2.1 Scaled Dot-Product Attention	[4]	While for small values of dk the two mechanisms perform similarly, additive attention outperforms dot product attention without scaling for larger values of dk [3]. We suspect that
attention-is-all-you-need_5e7038cc_chunk_0039	3.2.2 Multi-Head Attention	[4]	3.2.2 Multi-Head Attention  Instead of performing a single attention function with dmodel-dimensional keys, values and queries, we found it beneﬁcial to linearly project the querie
attention-is-all-you-need_5e7038cc_chunk_0040	3.2.2 Multi-Head Attention	[4]	On each of these projected versions of queries, keys and values we then perform the attention function in parallel, yielding dv-dimensional output values. These are concatenated an
attention-is-all-you-need_5e7038cc_chunk_0041	3.2.2 Multi-Head Attention	[4, 5]	Multi-head attention allows the model to jointly attend to information from different representation subspaces at different positions. With a single attention head, averaging inhib
attention-is-all-you-need_5e7038cc_chunk_0042	3.2.2 Multi-Head Attention	[4, 5]	4To illustrate why the dot products get large, assume that the components of q and k are independent random variables with mean 0 and variance 1. Then their dot product, q · k = Pd
attention-is-all-you-need_5e7038cc_chunk_0043	3.2.2 Multi-Head Attention	[5]	MultiHead(Q, K, V ) = Concat(head1, ..., headh)W O where headi = Attention(QWiQ , KW iK , V W iV )  Where the projections are parameter matrices W iQ ∈Rdmodel×dk, W iK ∈Rdmodel×dk,
attention-is-all-you-need_5e7038cc_chunk_0044	3.2.3 Applications of Attention in our Model	[5]	3.2.3 Applications of Attention in our Model  The Transformer uses multi-head attention in three different ways:  • In "encoder-decoder attention" layers, the queries come from the
attention-is-all-you-need_5e7038cc_chunk_0045	3.2.3 Applications of Attention in our Model	[5]	This allows every position in the decoder to attend over all positions in the input sequence. This mimics the typical encoder-decoder attention mechanisms in sequence-to-sequence m
attention-is-all-you-need_5e7038cc_chunk_0046	3.2.3 Applications of Attention in our Model	[5]	In a self-attention layer all of the keys, values and queries come from the same place, in this case, the output of the previous layer in the encoder. Each position in the encoder 
attention-is-all-you-need_5e7038cc_chunk_0047	3.2.3 Applications of Attention in our Model	[5]	• Similarly, self-attention layers in the decoder allow each position in the decoder to attend to all positions in the decoder up to and including that position. We need to prevent
attention-is-all-you-need_5e7038cc_chunk_0048	3.3 Position-wise Feed-Forward Networks	[5]	3.3 Position-wise Feed-Forward Networks  In addition to attention sub-layers, each of the layers in our encoder and decoder contains a fully connected feed-forward network, which i
attention-is-all-you-need_5e7038cc_chunk_0049	3.3 Position-wise Feed-Forward Networks	[5]	In addition to attention sub-layers, each of the layers in our encoder and decoder contains a fully connected feed-forward network, which is applied to each position separately and
attention-is-all-you-need_5e7038cc_chunk_0050	3.3 Position-wise Feed-Forward Networks	[5]	While the linear transformations are the same across different positions, they use different parameters from layer to layer. Another way of describing this is as two convolutions w
attention-is-all-you-need_5e7038cc_chunk_0051	3.4 Embeddings and Softmax	[5]	3.4 Embeddings and Softmax
attention-is-all-you-need_5e7038cc_chunk_0052	3.4 Embeddings and Softmax	[5]	Similarly to other sequence transduction models, we use learned embeddings to convert the input tokens and output tokens to vectors of dimension dmodel. We also use the usual learn
attention-is-all-you-need_5e7038cc_chunk_0053	3.5 Positional Encoding	[5, 6]	3.5 Positional Encoding  Since our model contains no recurrence and no convolution, in order for the model to make use of the order of the sequence, we must inject some information
attention-is-all-you-need_5e7038cc_chunk_0054	3.5 Positional Encoding	[5, 6]	To this end, we add "positional encodings" to the input embeddings at the bottoms of the encoder and decoder stacks. The positional encodings have the same dimension dmodel as the 
attention-is-all-you-need_5e7038cc_chunk_0055	3.5 Positional Encoding	[6]	In this work, we use sine and cosine functions of different frequencies:  PE(pos,2i) = sin(pos/100002i/dmodel) PE(pos,2i+1) = cos(pos/100002i/dmodel)
attention-is-all-you-need_5e7038cc_chunk_0056	3.5 Positional Encoding	[6]	where pos is the position and i is the dimension. That is, each dimension of the positional encoding corresponds to a sinusoid. The wavelengths form a geometric progression from 2π
attention-is-all-you-need_5e7038cc_chunk_0057	3.5 Positional Encoding	[6]	We also experimented with using learned positional embeddings [8] instead, and found that the two versions produced nearly identical results (see Table 3 row (E)). We chose the sin
attention-is-all-you-need_5e7038cc_chunk_0058	4 Why Self-Attention	[6]	4 Why Self-Attention  In this section we compare various aspects of self-attention layers to the recurrent and convolu-tional layers commonly used for mapping one variable-length s
attention-is-all-you-need_5e7038cc_chunk_0059	4 Why Self-Attention	[6]	In this section we compare various aspects of self-attention layers to the recurrent and convolu-tional layers commonly used for mapping one variable-length sequence of symbol repr
attention-is-all-you-need_5e7038cc_chunk_0060	4 Why Self-Attention	[6]	One is the total computational complexity per layer. Another is the amount of computation that can be parallelized, as measured by the minimum number of sequential operations requi
attention-is-all-you-need_5e7038cc_chunk_0061	4 Why Self-Attention	[6]	One key factor affecting the ability to learn such dependencies is the length of the paths forward and backward signals have to traverse in the network. The shorter these paths bet
attention-is-all-you-need_5e7038cc_chunk_0062	4 Why Self-Attention	[6]	Hence we also compare the maximum path length between any two input and output positions in networks composed of the different layer types.  As noted in Table 1, a self-attention l
attention-is-all-you-need_5e7038cc_chunk_0063	4 Why Self-Attention	[6]	As noted in Table 1, a self-attention layer connects all positions with a constant number of sequentially executed operations, whereas a recurrent layer requires O(n) sequential op
attention-is-all-you-need_5e7038cc_chunk_0064	4 Why Self-Attention	[6]	In terms of computational complexity, self-attention layers are faster than recurrent layers when the sequence length n is smaller than the representation dimensionality d, which i
attention-is-all-you-need_5e7038cc_chunk_0065	4 Why Self-Attention	[6, 7]	To improve computational performance for tasks involving very long sequences, self-attention could be restricted to considering only a neighborhood of size r in the input sequence 
attention-is-all-you-need_5e7038cc_chunk_0066	4 Why Self-Attention	[7]	We plan to investigate this approach further in future work.  A single convolutional layer with kernel width k < n does not connect all pairs of input and output positions. Doing s
attention-is-all-you-need_5e7038cc_chunk_0067	4 Why Self-Attention	[7]	Doing so requires a stack of O(n/k) convolutional layers in the case of contiguous kernels, or O(logk(n)) in the case of dilated convolutions [15], increasing the length of the lon
attention-is-all-you-need_5e7038cc_chunk_0068	4 Why Self-Attention	[7]	Convolutional layers are generally more expensive than recurrent layers, by a factor of k. Separable convolutions [6], however, decrease the complexity considerably, to O(k · n · d
attention-is-all-you-need_5e7038cc_chunk_0069	4 Why Self-Attention	[7]	Even with k = n, however, the complexity of a separable convolution is equal to the combination of a self-attention layer and a point-wise feed-forward layer, the approach we take 
attention-is-all-you-need_5e7038cc_chunk_0070	4 Why Self-Attention	[7]	As side beneﬁt, self-attention could yield more interpretable models. We inspect attention distributions from our models and present and discuss examples in the appendix. Not only 
attention-is-all-you-need_5e7038cc_chunk_0071	5 Training	[7]	5 Training  This section describes the training regime for our models.
attention-is-all-you-need_5e7038cc_chunk_0072	5.1 Training Data and Batching	[7]	5.1 Training Data and Batching  We trained on the standard WMT 2014 English-German dataset consisting of about 4.5 million sentence pairs. Sentences were encoded using byte-pair en
attention-is-all-you-need_5e7038cc_chunk_0073	5.1 Training Data and Batching	[7]	For English-French, we used the signiﬁcantly larger WMT 2014 English-French dataset consisting of 36M sentences and split tokens into a 32000 word-piece vocabulary [31]. Sentence p
attention-is-all-you-need_5e7038cc_chunk_0074	5.2 Hardware and Schedule	[7]	5.2 Hardware and Schedule  We trained our models on one machine with 8 NVIDIA P100 GPUs. For our base models using the hyperparameters described throughout the paper, each training
attention-is-all-you-need_5e7038cc_chunk_0075	5.3 Optimizer	[7]	5.3 Optimizer  We used the Adam optimizer [17] with β1 = 0.9, β2 = 0.98 and ϵ = 10−9. We varied the learning rate over the course of training, according to the formula:  lrate = d−
attention-is-all-you-need_5e7038cc_chunk_0076	5.4 Regularization	[7]	5.4 Regularization  We employ three types of regularization during training:  Residual Dropout We apply dropout [27] to the output of each sub-layer, before it is added to the sub-
attention-is-all-you-need_5e7038cc_chunk_0077	5.4 Regularization	[7]	Residual Dropout We apply dropout [27] to the output of each sub-layer, before it is added to the sub-layer input and normalized. In addition, we apply dropout to the sums of the e
attention-is-all-you-need_5e7038cc_chunk_0078	5.4 Regularization	[8]	BLEU Training Cost (FLOPs) Model EN-DE EN-FR EN-DE EN-FR ByteNet [15] 23.75 Deep-Att + PosUnk [32] 39.2 1.0 · 1020 GNMT + RL [31] 24.6 39.92 2.3 · 1019 1.4 · 1020 ConvS2S [8] 25.16
attention-is-all-you-need_5e7038cc_chunk_0079	5.4 Regularization	[8]	Label Smoothing During training, we employed label smoothing of value ϵls = 0.1 [30]. This hurts perplexity, as the model learns to be more unsure, but improves accuracy and BLEU s
attention-is-all-you-need_5e7038cc_chunk_0080	6 Results	[8]	6 Results
attention-is-all-you-need_5e7038cc_chunk_0081	6.1 Machine Translation	[8]	6.1 Machine Translation  On the WMT 2014 English-to-German translation task, the big transformer model (Transformer (big) in Table 2) outperforms the best previously reported model
attention-is-all-you-need_5e7038cc_chunk_0082	6.1 Machine Translation	[8]	0 BLEU, establishing a new state-of-the-art BLEU score of 28.4. The conﬁguration of this model is listed in the bottom line of Table 3. Training took 3.5 days on 8 P100 GPUs. Even 
attention-is-all-you-need_5e7038cc_chunk_0083	6.1 Machine Translation	[8]	Even our base model surpasses all previously published models and ensembles, at a fraction of the training cost of any of the competitive models.  On the WMT 2014 English-to-French
attention-is-all-you-need_5e7038cc_chunk_0084	6.1 Machine Translation	[8]	On the WMT 2014 English-to-French translation task, our big model achieves a BLEU score of 41.0, outperforming all of the previously published single models, at less than 1/4 the t
attention-is-all-you-need_5e7038cc_chunk_0085	6.1 Machine Translation	[8]	For the base models, we used a single model obtained by averaging the last 5 checkpoints, which were written at 10-minute intervals. For the big models, we averaged the last 20 che
attention-is-all-you-need_5e7038cc_chunk_0086	6.2 Model Variations	[8]	6.2 Model Variations  To evaluate the importance of different components of the Transformer, we varied our base model in different ways, measuring the change in performance on Engl
attention-is-all-you-need_5e7038cc_chunk_0087	6.2 Model Variations	[8]	To evaluate the importance of different components of the Transformer, we varied our base model in different ways, measuring the change in performance on English-to-German translat
attention-is-all-you-need_5e7038cc_chunk_0088	6.2 Model Variations	[8, 9]	In Table 3 rows (A), we vary the number of attention heads and the attention key and value dimensions, keeping the amount of computation constant, as described in Section 3.2.2. Wh
attention-is-all-you-need_5e7038cc_chunk_0089	6.2 Model Variations	[8, 9]	5We used values of 2.8, 3.7, 6.0 and 9.5 TFLOPS for K80, K40, M40 and P100, respectively.  train PPL BLEU params N dmodel dff h dk dv Pdrop ϵls steps (dev) (dev) ×106 base 6 512 20
attention-is-all-you-need_5e7038cc_chunk_0090	6.2 Model Variations	[9]	5 80 (C) 256 32 32 5.75 24.5 28 1024 128 128 4.66 26.0 168 1024 5.12 25.4 53 4096 4.75 26.2 90 0.0 5.77 24.6 0.2 4.95 25.5 (D) 0.0 4.67 25.3 0.2 5.47 25.7 (E) positional embedding 
attention-is-all-you-need_5e7038cc_chunk_0091	6.2 Model Variations	[9]	This suggests that determining compatibility is not easy and that a more sophisticated compatibility function than dot product may be beneﬁcial. We further observe in rows (C) and 
attention-is-all-you-need_5e7038cc_chunk_0092	7 Conclusion	[9]	7 Conclusion  In this work, we presented the Transformer, the ﬁrst sequence transduction model based entirely on attention, replacing the recurrent layers most commonly used in enc
attention-is-all-you-need_5e7038cc_chunk_0093	7 Conclusion	[9]	In this work, we presented the Transformer, the ﬁrst sequence transduction model based entirely on attention, replacing the recurrent layers most commonly used in encoder-decoder a
attention-is-all-you-need_5e7038cc_chunk_0094	7 Conclusion	[9]	For translation tasks, the Transformer can be trained signiﬁcantly faster than architectures based on recurrent or convolutional layers. On both WMT 2014 English-to-German and WMT 
attention-is-all-you-need_5e7038cc_chunk_0095	7 Conclusion	[9]	We are excited about the future of attention-based models and plan to apply them to other tasks. We plan to extend the Transformer to problems involving input and output modalities
attention-is-all-you-need_5e7038cc_chunk_0096	7 Conclusion	[9, 10]	The code we used to train and evaluate our models is available at https://github.com/ tensorflow/tensor2tensor.  Acknowledgements We are grateful to Nal Kalchbrenner and Stephan Go
attention-is-all-you-need_5e7038cc_chunk_0097	7 Conclusion	[10]	References  [1] Jimmy Lei Ba, Jamie Ryan Kiros, and Geoffrey E Hinton. Layer normalization. arXiv preprint arXiv:1607.06450, 2016.  [2] Dzmitry Bahdanau, Kyunghyun Cho, and Yoshua 
attention-is-all-you-need_5e7038cc_chunk_0098	7 Conclusion	[10]	[3] Denny Britz, Anna Goldie, Minh-Thang Luong, and Quoc V. Le. Massive exploration of neural machine translation architectures. CoRR, abs/1703.03906, 2017.  [4] Jianpeng Cheng, Li
attention-is-all-you-need_5e7038cc_chunk_0099	7 Conclusion	[10]	[4] Jianpeng Cheng, Li Dong, and Mirella Lapata. Long short-term memory-networks for machine reading. arXiv preprint arXiv:1601.06733, 2016.  [5] Kyunghyun Cho, Bart van Merrienboe
attention-is-all-you-need_5e7038cc_chunk_0100	7 Conclusion	[10]	[5] Kyunghyun Cho, Bart van Merrienboer, Caglar Gulcehre, Fethi Bougares, Holger Schwenk, and Yoshua Bengio. Learning phrase representations using rnn encoder-decoder for statistic
attention-is-all-you-need_5e7038cc_chunk_0101	7 Conclusion	[10]	[7] Junyoung Chung, Çaglar Gülçehre, Kyunghyun Cho, and Yoshua Bengio. Empirical evaluation of gated recurrent neural networks on sequence modeling. CoRR, abs/1412.3555, 2014.  [8]
attention-is-all-you-need_5e7038cc_chunk_0102	7 Conclusion	[10]	[8] Jonas Gehring, Michael Auli, David Grangier, Denis Yarats, and Yann N. Dauphin. Convolu-tional sequence to sequence learning. arXiv preprint arXiv:1705.03122v2, 2017.  [9] Alex
attention-is-all-you-need_5e7038cc_chunk_0103	7 Conclusion	[10]	[10] Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun. Deep residual learning for im-age recognition. In Proceedings of the IEEE Conference on Computer Vision and Pattern Reco
attention-is-all-you-need_5e7038cc_chunk_0104	7 Conclusion	[10]	[11] Sepp Hochreiter, Yoshua Bengio, Paolo Frasconi, and Jürgen Schmidhuber. Gradient ﬂow in recurrent nets: the difﬁculty of learning long-term dependencies, 2001.  [12] Sepp Hoch
attention-is-all-you-need_5e7038cc_chunk_0105	7 Conclusion	[10]	[13] Rafal Jozefowicz, Oriol Vinyals, Mike Schuster, Noam Shazeer, and Yonghui Wu. Exploring the limits of language modeling. arXiv preprint arXiv:1602.02410, 2016.  [14] Łukasz Ka
attention-is-all-you-need_5e7038cc_chunk_0106	7 Conclusion	[10]	[15] Nal Kalchbrenner, Lasse Espeholt, Karen Simonyan, Aaron van den Oord, Alex Graves, and Ko-ray Kavukcuoglu. Neural machine translation in linear time. arXiv preprint arXiv:1610
attention-is-all-you-need_5e7038cc_chunk_0107	7 Conclusion	[10]	[16] Yoon Kim, Carl Denton, Luong Hoang, and Alexander M. Rush. Structured attention networks. In International Conference on Learning Representations, 2017.  [17] Diederik Kingma 
attention-is-all-you-need_5e7038cc_chunk_0108	7 Conclusion	[10]	[17] Diederik Kingma and Jimmy Ba. Adam: A method for stochastic optimization. In ICLR, 2015.  [18] Oleksii Kuchaiev and Boris Ginsburg. Factorization tricks for LSTM networks. arX
attention-is-all-you-need_5e7038cc_chunk_0109	7 Conclusion	[10, 11]	[19] Zhouhan Lin, Minwei Feng, Cicero Nogueira dos Santos, Mo Yu, Bing Xiang, Bowen Zhou, and Yoshua Bengio. A structured self-attentive sentence embedding. arXiv preprint arXiv:17
attention-is-all-you-need_5e7038cc_chunk_0110	7 Conclusion	[11]	[21] Minh-Thang Luong, Hieu Pham, and Christopher D Manning. Effective approaches to attention-based neural machine translation. arXiv preprint arXiv:1508.04025, 2015.  [22] Ankur 
attention-is-all-you-need_5e7038cc_chunk_0111	7 Conclusion	[11]	[23] Romain Paulus, Caiming Xiong, and Richard Socher. A deep reinforced model for abstractive summarization. arXiv preprint arXiv:1705.04304, 2017.  [24] Oﬁr Press and Lior Wolf. 
attention-is-all-you-need_5e7038cc_chunk_0112	7 Conclusion	[11]	[25] Rico Sennrich, Barry Haddow, and Alexandra Birch. Neural machine translation of rare words with subword units. arXiv preprint arXiv:1508.07909, 2015.  [26] Noam Shazeer, Azali
attention-is-all-you-need_5e7038cc_chunk_0113	7 Conclusion	[11]	[26] Noam Shazeer, Azalia Mirhoseini, Krzysztof Maziarz, Andy Davis, Quoc Le, Geoffrey Hinton, and Jeff Dean. Outrageously large neural networks: The sparsely-gated mixture-of-expe
attention-is-all-you-need_5e7038cc_chunk_0114	7 Conclusion	[11]	[27] Nitish Srivastava, Geoffrey E Hinton, Alex Krizhevsky, Ilya Sutskever, and Ruslan Salakhutdi-nov. Dropout: a simple way to prevent neural networks from overﬁtting. Journal of 
attention-is-all-you-need_5e7038cc_chunk_0115	7 Conclusion	[11]	[28] Sainbayar Sukhbaatar, arthur szlam, Jason Weston, and Rob Fergus. End-to-end memory networks. In C. Cortes, N. D. Lawrence, D. D. Lee, M. Sugiyama, and R. Garnett, editors, Ad
attention-is-all-you-need_5e7038cc_chunk_0116	7 Conclusion	[11]	[29] Ilya Sutskever, Oriol Vinyals, and Quoc VV Le. Sequence to sequence learning with neural networks. In Advances in Neural Information Processing Systems, pages 3104–3112, 2014.
attention-is-all-you-need_5e7038cc_chunk_0117	7 Conclusion	[11]	[30] Christian Szegedy, Vincent Vanhoucke, Sergey Ioffe, Jonathon Shlens, and Zbigniew Wojna. Rethinking the inception architecture for computer vision. CoRR, abs/1512.00567, 2015.
attention-is-all-you-need_5e7038cc_chunk_0118	7 Conclusion	[11]	[31] Yonghui Wu, Mike Schuster, Zhifeng Chen, Quoc V Le, Mohammad Norouzi, Wolfgang Macherey, Maxim Krikun, Yuan Cao, Qin Gao, Klaus Macherey, et al. Google’s neural machine transl
